window,row,datetime,action,equity,long,short,entries
W1,56766,2026-06-28 08:00:00,1,9510.097849470627,True,False,10
W1,56767,2026-06-28 09:00:00,1,9492.586768422094,True,False,10
W1,56768,2026-06-28 10:00:00,1,9478.073683890005,True,False,10
W1,56769,2026-06-28 11:00:00,1,9505.687004021147,True,False,10
W1,56770,2026-06-28 12:00:00,1,9498.048635638836,True,False,10
W1,56771,2026-06-28 13:00:00,1,9463.134775550572,True,False,10
W1,56772,2026-06-28 14:00:00,1,9457.01017388223,True,False,10
W1,56773,2026-06-28 15:00:00,1,9434.48335605095,True,False,10
W1,56774,2026-06-28 16:00:00,1,9403.075158145402,True,False,10
W1,56775,2026-06-28 17:00:00,1,9386.596022942123,True,False,10
W1,56776,2026-06-28 18:00:00,1,9391.07763390872,True,False,10
W1,56777,2026-06-28 19:00:00,1,9370.177807618797,True,False,10
W1,56778,2026-06-28 20:00:00,1,9398.251411287356,True,False,10
W1,56779,2026-06-28 21:00:00,1,9364.531950057553,True,False,10
W1,56780,2026-06-28 22:00:00,1,9304.837851932098,True,False,10
W1,56781,2026-06-28 23:00:00,1,9385.178251190504,True,False,10
W1,56782,2026-06-29 00:00:00,1,9399.355968706694,True,False,10
W1,56783,2026-06-29 01:00:00,1,9363.744299084432,True,False,10
W1,56784,2026-06-29 02:00:00,1,9413.60445174,True,False,10
W1,56785,2026-06-29 03:00:00,1,9459.603268570303,True,False,10
W1,56786,2026-06-29 04:00:00,1,9425.03154437349,True,False,10
W1,56787,2026-06-29 05:00:00,1,9468.005904537473,True,False,10
W1,56788,2026-06-29 06:00:00,1,9463.703361096796,True,False,10
W1,56789,2026-06-29 07:00:00,1,9455.90746251986,True,False,10
W1,56790,2026-06-29 08:00:00,1,9426.606846319733,True,False,10
W1,56791,2026-06-29 09:00:00,1,9460.790898553212,True,False,10
W1,56792,2026-06-29 10:00:00,1,9465.674334586567,True,False,10
W1,56793,2026-06-29 11:00:00,1,9444.888348476352,True,False,10
W1,56794,2026-06-29 12:00:00,1,9443.743177803712,True,False,10
W1,56795,2026-06-29 13:00:00,1,9385.648995717409,True,False,10
W1,56796,2026-06-29 14:00:00,1,9368.268984713623,True,False,10
W1,56797,2026-06-29 15:00:00,1,9424.088209262714,True,False,10
W1,56798,2026-06-29 16:00:00,1,9434.933793951204,True,False,10
W1,56799,2026-06-29 17:00:00,1,9502.756549492831,False,False,10
W1,56800,2026-06-29 18:00:00,1,9469.821458249524,True,False,11
W1,56801,2026-06-29 19:00:00,1,9491.572172197568,True,False,11
W1,56802,2026-06-29 20:00:00,1,9469.978516404566,True,False,11
W1,56803,2026-06-29 21:00:00,1,9498.833044326164,True,False,11
W1,56804,2026-06-29 22:00:00,1,9478.822240251942,True,False,11
W1,56805,2026-06-29 23:00:00,1,9464.357552277637,True,False,11
W1,56806,2026-06-30 00:00:00,1,9398.047721920644,True,False,11
W1,56807,2026-06-30 01:00:00,1,9414.056610583388,True,False,11
W1,56808,2026-06-30 02:00:00,1,9415.359702463502,True,False,11
W1,56809,2026-06-30 03:00:00,1,9364.982072216984,True,False,11
W1,56810,2026-06-30 04:00:00,1,9343.705600276156,True,False,11
W1,56811,2026-06-30 05:00:00,1,9368.853310335398,True,False,11
W1,56812,2026-06-30 06:00:00,1,9359.40957525509,True,False,11
W1,56813,2026-06-30 07:00:00,1,9348.731461237496,True,False,11
W1,56814,2026-06-30 08:00:00,1,9315.421021675003,True,False,11
W1,56815,2026-06-30 09:00:00,1,9325.321820526822,True,False,11
W1,56816,2026-06-30 10:00:00,1,9318.890411779541,True,False,11
W1,56817,2026-06-30 11:00:00,1,9296.696131245188,True,False,11
W1,56818,2026-06-30 12:00:00,1,9174.080952305683,True,False,11
W1,56819,2026-06-30 13:00:00,1,9225.153074081525,True,False,11
W1,56820,2026-06-30 14:00:00,1,9185.202019401167,True,False,11
W1,56821,2026-06-30 15:00:00,1,9169.367367129173,True,False,11
W1,56822,2026-06-30 16:00:00,1,9187.532737881653,True,False,11
W1,56823,2026-06-30 17:00:00,1,9175.02146071068,True,False,11
W1,56824,2026-06-30 18:00:00,1,9216.309350234149,True,False,11
W1,56825,2026-06-30 19:00:00,1,9237.854538862119,True,False,11
W1,56826,2026-06-30 20:00:00,1,9224.341402444335,True,False,11
W1,56827,2026-06-30 21:00:00,1,9209.888371129975,True,False,11
W1,56828,2026-06-30 22:00:00,1,9204.862510168636,True,False,11
W1,56829,2026-06-30 23:00:00,1,9207.48893970666,True,False,11
W1,56830,2026-07-01 00:00:00,1,9199.838489732549,True,False,11
W1,56831,2026-07-01 01:00:00,1,9230.39734403972,True,False,11
W1,56832,2026-07-01 02:00:00,1,9279.781090648861,True,False,11
W1,56833,2026-07-01 03:00:00,1,9297.39184979135,True,False,11
W1,56834,2026-07-01 04:00:00,1,9319.829079659283,True,False,11
W1,56835,2026-07-01 05:00:00,1,9290.669638053874,True,False,11
W1,56836,2026-07-01 06:00:00,1,9228.077668710761,True,False,11
W1,56837,2026-07-01 07:00:00,1,9230.095497897999,True,False,11
W1,56838,2026-07-01 08:00:00,1,9262.34579491396,True,False,11
W1,56839,2026-07-01 09:00:00,1,9257.722395474915,True,False,11
W1,56840,2026-07-01 10:00:00,1,9213.028307213977,True,False,11
W1,56841,2026-07-01 11:00:00,1,9207.068072931821,True,False,11
W1,56842,2026-07-01 12:00:00,1,9193.872120366213,True,False,11
W1,56843,2026-07-01 13:00:00,1,9344.651016748498,True,False,11
W1,56844,2026-07-01 14:00:00,1,9351.556667502997,True,False,11
W1,56845,2026-07-01 15:00:00,1,9446.600164623216,True,False,11
W1,56846,2026-07-01 16:00:00,1,9410.924650108822,True,False,11
W1,56847,2026-07-01 17:00:00,1,9439.249421730538,False,False,11
